,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
4298,FDO22,12.695633368756642,Regular,0.017772986,Snack Foods,80.296,OUT027,1985,Medium,Tier 3,Supermarket Type3,2814.0019065950105
4299,FDC57,20.1,Regular,0.091380052,Fruits and Vegetables,194.482,OUT010,1998,Medium,Tier 3,Grocery Store,1227.8607254413937
4300,FDZ13,12.695633368756642,Regular,0.152751673,Canned,49.535,OUT027,1985,Medium,Tier 3,Supermarket Type3,2257.311184050936
4301,FDW27,5.86,Regular,0.150727772,Meat,154.9314,OUT013,1987,High,Tier 3,Supermarket Type1,2446.0235015183043
4302,FDX10,6.385,Regular,0.0,Snack Foods,36.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,670.5416913260638
4303,FDY08,9.395,Regular,0.171772109,Fruits and Vegetables,140.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,1966.2219106933176
4304,FDA49,19.7,LF,0.065288988,Canned,86.1198,OUT017,2007,Medium,Tier 2,Supermarket Type1,1392.927386473746
4305,FDC32,18.35,Low Fat,0.099512729,Fruits and Vegetables,94.4462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.163632101615
4306,FDO04,16.6,LF,0.026532188,Frozen Foods,53.5614,OUT035,2004,Small,Tier 2,Supermarket Type1,940.2377826026886
4307,NCZ54,14.65,Low Fat,0.083290021,Household,160.4552,OUT013,1987,High,Tier 3,Supermarket Type1,2576.3541367019225
4308,FDY40,15.5,Regular,0.0,Frozen Foods,47.7692,OUT045,2002,Medium,Tier 2,Supermarket Type1,875.8654103037575
4309,FDW36,11.15,Low Fat,0.057048102,Baking Goods,107.4622,OUT045,2002,Medium,Tier 2,Supermarket Type1,1746.4015512913652
4310,FDE11,17.7,Regular,0.135860131,Starchy Foods,183.4924,OUT017,2007,Medium,Tier 2,Supermarket Type1,2934.914205534968
4311,DRE37,13.5,Low Fat,0.094410673,Soft Drinks,189.0872,OUT045,2002,Medium,Tier 2,Supermarket Type1,2996.6202951088458
4312,NCK19,9.8,Low Fat,0.09097735,Others,193.1478,OUT017,2007,Medium,Tier 2,Supermarket Type1,3074.910587484625
4313,FDT19,7.59,Regular,0.145013434,Fruits and Vegetables,174.908,OUT035,2004,Small,Tier 2,Supermarket Type1,2851.2325809715
4314,FDE56,17.25,Regular,0.159518279,Fruits and Vegetables,61.5194,OUT045,2002,Medium,Tier 2,Supermarket Type1,1038.335023455601
4315,FDZ57,10.0,Regular,0.063209707,Snack Foods,126.6994,OUT010,1998,Medium,Tier 3,Grocery Store,156.5812478844714
4316,FDB35,12.3,Regular,0.064606757,Starchy Foods,93.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,1576.02792634669
4317,FDF09,6.215,Low Fat,0.020334777,Fruits and Vegetables,35.3848,OUT010,1998,Medium,Tier 3,Grocery Store,-1297.6038220134985
4318,FDO34,17.7,Low Fat,0.029938936,Snack Foods,168.7816,OUT046,1997,Small,Tier 1,Supermarket Type1,2771.3753411164657
4319,FDA55,17.2,Regular,0.056989027,Fruits and Vegetables,225.3088,OUT046,1997,Small,Tier 1,Supermarket Type1,3676.98992730271
4320,NCM18,13.0,Low Fat,0.082826206,Household,60.8194,OUT035,2004,Small,Tier 2,Supermarket Type1,1071.1297519148284
4321,FDJ20,12.695633368756642,Regular,0.175393386,Fruits and Vegetables,122.9388,OUT019,1985,Small,Tier 1,Grocery Store,56.066410848980695
4322,DRQ35,12.695633368756642,Low Fat,0.074046871,Hard Drinks,125.8388,OUT019,1985,Small,Tier 1,Grocery Store,70.52712724869048
4323,FDG02,7.855,low fat,0.011251793,Canned,190.3188,OUT013,1987,High,Tier 3,Supermarket Type1,3099.7754249469667
4324,NCU29,7.685,Low Fat,0.025581232,Health and Hygiene,144.676,OUT018,2009,Medium,Tier 3,Supermarket Type2,2053.3715720404384
4325,FDL27,12.695633368756642,Low Fat,0.010579468,Meat,63.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2500.399092393532
4326,NCA54,16.5,Low Fat,0.036634668,Household,179.0318,OUT035,2004,Small,Tier 2,Supermarket Type1,2954.6921207080945
4327,FDJ32,10.695,Low Fat,0.057781415,Fruits and Vegetables,62.5536,OUT035,2004,Small,Tier 2,Supermarket Type1,1097.647116214987
4328,FDB21,12.695633368756642,Low Fat,0.260040407,Fruits and Vegetables,241.9854,OUT019,1985,Small,Tier 1,Grocery Store,1861.9557615179237
4329,FDR46,16.85,Low Fat,0.139391292,Snack Foods,145.976,OUT035,2004,Small,Tier 2,Supermarket Type1,2386.0648087814748
4330,FDZ32,7.785,reg,0.03813275,Fruits and Vegetables,105.4964,OUT046,1997,Small,Tier 1,Supermarket Type1,1844.4256200668456
4331,DRF36,16.1,Low Fat,0.023710661,Soft Drinks,189.4846,OUT017,2007,Medium,Tier 2,Supermarket Type1,3037.1103289501466
4332,NCU54,8.88,Low Fat,0.099180226,Household,209.827,OUT017,2007,Medium,Tier 2,Supermarket Type1,3356.8875563271818
4333,NCI31,20.0,Low Fat,0.081787178,Others,34.819,OUT017,2007,Medium,Tier 2,Supermarket Type1,608.555293354033
4334,DRA59,8.27,reg,0.127903741,Soft Drinks,183.9924,OUT035,2004,Small,Tier 2,Supermarket Type1,3024.4342443450028
4335,NCC55,10.695,LF,0.0,Household,37.4848,OUT045,2002,Medium,Tier 2,Supermarket Type1,663.1535470832318
4336,FDE44,14.65,Low Fat,0.172086213,Fruits and Vegetables,49.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.2545493235109
4337,NCN26,10.85,Low Fat,0.028796724,Household,115.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1613.0111270196553
4338,FDC11,20.5,Low Fat,0.142013291,Starchy Foods,88.2172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1389.686773235429
4339,FDV24,5.635,Low Fat,0.0,Baking Goods,149.405,OUT035,2004,Small,Tier 2,Supermarket Type1,2461.6046691076053
4340,FDR40,12.695633368756642,reg,0.014067174,Frozen Foods,80.0618,OUT019,1985,Small,Tier 1,Grocery Store,-500.77770311000984
4341,NCQ17,10.3,Low Fat,0.117114354,Health and Hygiene,157.763,OUT049,1999,Medium,Tier 1,Supermarket Type1,2498.996687841085
4342,FDC46,17.7,Low Fat,0.116778835,Snack Foods,185.0266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2968.8234278523064
4343,NCM18,13.0,Low Fat,0.08284187,Household,63.0194,OUT046,1997,Small,Tier 1,Supermarket Type1,1085.2475414426367
4344,FDK16,9.065,Low Fat,0.115329787,Frozen Foods,97.1094,OUT046,1997,Small,Tier 1,Supermarket Type1,1583.3369147062067
4345,FDI28,14.3,Low Fat,0.026470587,Frozen Foods,80.8302,OUT017,2007,Medium,Tier 2,Supermarket Type1,1352.5011096275693
4346,FDS11,7.05,Regular,0.055784831,Breads,224.5088,OUT018,2009,Medium,Tier 3,Supermarket Type2,3302.074953062484
4347,DRD13,15.0,Low Fat,0.049079463,Soft Drinks,65.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1092.9256936466059
4348,FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1,1493.9299269714247
4349,FDI27,8.71,Regular,0.045948045,Dairy,47.2744,OUT013,1987,High,Tier 3,Supermarket Type1,809.6746093423176
4350,FDJ53,12.695633368756642,LF,0.124763406,Frozen Foods,119.0098,OUT019,1985,Small,Tier 1,Grocery Store,-53.995838391214875
4351,FDS44,12.65,Regular,0.0,Fruits and Vegetables,240.7538,OUT045,2002,Medium,Tier 2,Supermarket Type1,3913.899103136149
4352,FDE28,9.5,reg,0.132546993,Frozen Foods,230.3668,OUT046,1997,Small,Tier 1,Supermarket Type1,3760.6230265677473
4353,FDQ33,13.35,Low Fat,0.091578701,Snack Foods,151.5708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2151.738788143407
4354,FDB37,20.25,Regular,0.023070588,Baking Goods,238.6538,OUT017,2007,Medium,Tier 2,Supermarket Type1,3868.6444250711834
4355,FDQ31,5.785,Regular,0.053956419,Fruits and Vegetables,86.0856,OUT045,2002,Medium,Tier 2,Supermarket Type1,1448.0769564883562
4356,NCQ05,11.395,Low Fat,0.021606087,Health and Hygiene,150.0708,OUT046,1997,Small,Tier 1,Supermarket Type1,2462.01698103939
4357,FDE10,6.67,Regular,0.089873267,Snack Foods,130.4626,OUT013,1987,High,Tier 3,Supermarket Type1,2110.9531503428293
4358,FDF38,11.8,Regular,0.026507096,Canned,39.8138,OUT017,2007,Medium,Tier 2,Supermarket Type1,726.7266629637734
4359,FDE50,12.695633368756642,Regular,0.028373995,Canned,187.0556,OUT019,1985,Small,Tier 1,Grocery Store,1108.9683758721662
4360,DRG37,16.2,Low Fat,0.032435523,Soft Drinks,154.9972,OUT010,1998,Medium,Tier 3,Grocery Store,557.7079236268969
4361,NCH06,12.3,Low Fat,0.076673407,Household,248.346,OUT049,1999,Medium,Tier 1,Supermarket Type1,3957.389100074259
4362,FDY14,10.3,Low Fat,0.070182238,Dairy,264.6226,OUT045,2002,Medium,Tier 2,Supermarket Type1,4210.251735707085
4363,FDO27,6.175,Regular,0.180090411,Meat,95.2752,OUT017,2007,Medium,Tier 2,Supermarket Type1,1518.2129483847593
4364,FDQ19,7.35,Regular,0.014387462,Fruits and Vegetables,241.4512,OUT049,1999,Medium,Tier 1,Supermarket Type1,3888.889877651199
4365,FDZ26,12.695633368756642,Regular,0.252155886,Dairy,237.6222,OUT019,1985,Small,Tier 1,Grocery Store,1810.9842788246415
4366,FDN51,17.85,Regular,0.020929396,Meat,260.5936,OUT013,1987,High,Tier 3,Supermarket Type1,4182.531101585866
4367,FDK20,12.6,Regular,0.0,Fruits and Vegetables,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.8709424877434
4368,FDD40,20.25,Regular,0.014853619,Dairy,192.8162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2858.396762527527
4369,DRI25,19.6,Low Fat,0.034039542,Soft Drinks,57.0614,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.7382064479771
4370,FDH56,9.8,Regular,0.064178182,Fruits and Vegetables,115.7492,OUT017,2007,Medium,Tier 2,Supermarket Type1,1917.2205984609468
4371,FDI36,12.695633368756642,Regular,0.062041531,Baking Goods,196.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,4610.667179441369
4372,DRH11,5.98,Low Fat,0.075865756,Hard Drinks,56.6614,OUT018,2009,Medium,Tier 3,Supermarket Type2,609.2585300626943
4373,NCV18,6.775,LF,0.105841179,Household,83.325,OUT017,2007,Medium,Tier 2,Supermarket Type1,1332.3162083270336
4374,DRI01,7.97,Low Fat,0.034506514,Soft Drinks,172.6422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2732.857761924712
4375,DRE48,8.43,LF,0.017352667,Soft Drinks,198.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3121.859823990801
4376,FDS51,13.35,Low Fat,0.032174409,Meat,60.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1057.361867641789
4377,FDM38,5.885,Regular,0.093296061,Canned,50.5982,OUT017,2007,Medium,Tier 2,Supermarket Type1,857.6795670785546
4378,FDB60,12.695633368756642,Low Fat,0.02838397,Baking Goods,193.3136,OUT027,1985,Medium,Tier 3,Supermarket Type3,4539.524089012604
4379,FDY58,11.65,Low Fat,0.039911033,Snack Foods,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,3722.796091311367
4380,FDY22,16.5,Regular,0.160044589,Snack Foods,143.4128,OUT045,2002,Medium,Tier 2,Supermarket Type1,2324.279688373136
4381,FDF11,12.695633368756642,Regular,0.0,Starchy Foods,238.3538,OUT027,1985,Medium,Tier 3,Supermarket Type3,5274.08405243249
4382,FDZ51,11.3,Regular,0.054542505,Meat,97.2094,OUT035,2004,Small,Tier 2,Supermarket Type1,1652.3241157300463
4383,FDQ45,9.5,Regular,0.010978804,Snack Foods,182.1608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2983.1241319018495
4384,FDF17,5.19,Low Fat,0.042612828,Frozen Foods,196.411,OUT035,2004,Small,Tier 2,Supermarket Type1,3188.014543206557
4385,NCF31,12.695633368756642,Low Fat,0.051596351,Household,152.1024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3905.389533862182
4386,FDA37,7.81,Regular,0.055180797,Canned,125.2046,OUT013,1987,High,Tier 3,Supermarket Type1,2028.140823908766
4387,FDO51,6.785,Regular,0.0,Meat,43.4112,OUT046,1997,Small,Tier 1,Supermarket Type1,801.0508212964432
4388,FDF34,9.3,Regular,0.014007727,Snack Foods,198.1084,OUT013,1987,High,Tier 3,Supermarket Type1,3210.611519661777
4389,FDD57,18.1,Low Fat,0.022490839,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1315.515676130281
4390,FDO37,8.06,Low Fat,0.021376678,Breakfast,229.3326,OUT046,1997,Small,Tier 1,Supermarket Type1,3675.6749031465565
4391,FDR49,8.71,Low Fat,0.139444875,Canned,49.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,781.2600268657857
4392,FDS39,6.895,Low Fat,0.022495495,Meat,142.0812,OUT049,1999,Medium,Tier 1,Supermarket Type1,2270.8925495929134
4393,FDI48,12.695633368756642,Regular,0.05544858,Baking Goods,52.3666,OUT027,1985,Medium,Tier 3,Supermarket Type3,2342.6755595169957
4394,DRM35,9.695,Low Fat,0.070554078,Hard Drinks,178.9344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2813.4731300070275
4395,FDV57,15.25,Regular,0.065884096,Snack Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3003.093196544623
4396,FDZ55,6.055,Low Fat,0.025387558,Fruits and Vegetables,161.592,OUT013,1987,High,Tier 3,Supermarket Type1,2595.9616677617746
4397,FDI28,14.3,Low Fat,0.026316724,Frozen Foods,78.1302,OUT035,2004,Small,Tier 2,Supermarket Type1,1352.1201147523884
4398,FDS21,19.85,Regular,0.020918489,Snack Foods,63.3194,OUT045,2002,Medium,Tier 2,Supermarket Type1,1129.6617050577997
4399,FDT34,9.3,Low Fat,0.0,Snack Foods,106.3964,OUT013,1987,High,Tier 3,Supermarket Type1,1745.2604895801887
4400,DRI25,19.6,Low Fat,0.033895032,Soft Drinks,54.7614,OUT035,2004,Small,Tier 2,Supermarket Type1,963.646268012556
4401,FDT47,5.26,Regular,0.041022765,Breads,95.2068,OUT010,1998,Medium,Tier 3,Grocery Store,-367.09433227645786
4402,DRH39,20.7,Low Fat,0.092878183,Dairy,75.167,OUT045,2002,Medium,Tier 2,Supermarket Type1,1227.8385566021461
4403,NCD54,21.1,Low Fat,0.029067775,Household,144.7786,OUT045,2002,Medium,Tier 2,Supermarket Type1,2385.7472073790036
4404,FDU16,12.695633368756642,Regular,0.057992904,Frozen Foods,84.8908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2859.0374412838996
4405,NCW29,14.0,Low Fat,0.028921492,Health and Hygiene,129.631,OUT045,2002,Medium,Tier 2,Supermarket Type1,2120.830404142328
4406,FDV25,12.695633368756642,Low Fat,0.04543117,Canned,221.1456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4969.688280146291
4407,FDM56,16.7,Low Fat,0.070178316,Fruits and Vegetables,109.6912,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.0875742225167
4408,FDZ04,12.695633368756642,Low Fat,0.037771295,Frozen Foods,64.951,OUT027,1985,Medium,Tier 3,Supermarket Type3,2524.340922749667
4409,FDG59,12.695633368756642,Low Fat,0.075698157,Starchy Foods,37.2164,OUT019,1985,Small,Tier 1,Grocery Store,-1310.4827896130646
4410,FDI56,7.325,Low Fat,0.093574769,Fruits and Vegetables,90.3146,OUT045,2002,Medium,Tier 2,Supermarket Type1,1470.9634263280886
4411,FDS33,6.67,Regular,0.123405255,Snack Foods,88.4514,OUT035,2004,Small,Tier 2,Supermarket Type1,1500.1534424141023
4412,FDC23,18.0,Low Fat,0.017934042,Starchy Foods,175.7686,OUT049,1999,Medium,Tier 1,Supermarket Type1,2813.1883785593714
4413,FDT11,5.94,Regular,0.029418033,Breads,185.8556,OUT049,1999,Medium,Tier 1,Supermarket Type1,2977.1543746121465
4414,FDG17,6.865,Regular,0.035912897,Frozen Foods,244.8486,OUT045,2002,Medium,Tier 2,Supermarket Type1,3942.8911743356452
4415,FDZ44,8.185,Low Fat,0.038807601,Fruits and Vegetables,117.7808,OUT045,2002,Medium,Tier 2,Supermarket Type1,1927.1127714312083
4416,FDJ52,7.145,Low Fat,0.017772062,Frozen Foods,160.9578,OUT013,1987,High,Tier 3,Supermarket Type1,2581.16081111689
4417,DRI23,18.85,Low Fat,0.137196951,Hard Drinks,159.4578,OUT046,1997,Small,Tier 1,Supermarket Type1,2537.863354998533
4418,DRE15,13.35,Low Fat,0.029769107,Dairy,77.6012,OUT010,1998,Medium,Tier 3,Grocery Store,-654.5502955037001
4419,NCF07,9.0,Low Fat,0.031995886,Household,101.6016,OUT013,1987,High,Tier 3,Supermarket Type1,1662.6847779432237
4420,NCR29,7.565,Low Fat,0.054725828,Health and Hygiene,56.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.3847013616678
4421,FDE44,12.695633368756642,Low Fat,0.300078353,Fruits and Vegetables,48.1692,OUT019,1985,Small,Tier 1,Grocery Store,-1201.0364204852121
4422,FDT23,7.72,Regular,0.074717347,Breads,79.6986,OUT035,2004,Small,Tier 2,Supermarket Type1,1355.3466644573623
4423,NCG06,16.35,Low Fat,0.029611916,Household,259.0646,OUT017,2007,Medium,Tier 2,Supermarket Type1,4173.258500423741
4424,NCU41,18.85,Low Fat,0.087129095,Health and Hygiene,191.7846,OUT010,1998,Medium,Tier 3,Grocery Store,1148.1528983326853
4425,FDH46,6.935,Regular,0.041515796,Snack Foods,102.8332,OUT017,2007,Medium,Tier 2,Supermarket Type1,1718.9460549380838
4426,FDV31,9.8,Low Fat,0.106628515,Fruits and Vegetables,177.737,OUT013,1987,High,Tier 3,Supermarket Type1,2822.428685738854
4427,NCT41,12.695633368756642,Low Fat,0.0,Health and Hygiene,153.7024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3937.9487707739586
4428,FDE22,12.695633368756642,Low Fat,0.029429602,Snack Foods,160.392,OUT027,1985,Medium,Tier 3,Supermarket Type3,4038.2428556826067
4429,FDC26,10.195,Low Fat,0.126639402,Canned,109.5886,OUT045,2002,Medium,Tier 2,Supermarket Type1,1748.8480644331094
4430,DRF51,15.75,LF,0.166776273,Dairy,36.5506,OUT017,2007,Medium,Tier 2,Supermarket Type1,551.3441767899958
4431,NCY53,12.695633368756642,Low Fat,0.102393277,Health and Hygiene,113.1544,OUT019,1985,Small,Tier 1,Grocery Store,-104.02004285984049
4432,FDY21,15.1,Low Fat,0.174462585,Snack Foods,197.711,OUT017,2007,Medium,Tier 2,Supermarket Type1,3139.388814150368
4433,FDL27,6.17,LF,0.010622102,Meat,64.5826,OUT013,1987,High,Tier 3,Supermarket Type1,1025.6592887117854
4434,FDZ34,6.695,Low Fat,0.07599649,Starchy Foods,194.182,OUT049,1999,Medium,Tier 1,Supermarket Type1,3058.041537977005
4435,NCF43,8.51,Low Fat,0.0869468,Household,144.347,OUT010,1998,Medium,Tier 3,Grocery Store,398.29807432899156
4436,FDC21,14.6,Regular,0.042950697,Fruits and Vegetables,108.4254,OUT035,2004,Small,Tier 2,Supermarket Type1,1861.585684397924
4437,FDL26,18.0,Low Fat,0.073131911,Canned,156.0972,OUT013,1987,High,Tier 3,Supermarket Type1,2494.668732380428
4438,FDT25,7.5,Low Fat,0.08494673,Canned,120.5072,OUT010,1998,Medium,Tier 3,Grocery Store,-0.8115804548356209
4439,NCR30,20.6,Low Fat,0.0,Household,74.9696,OUT046,1997,Small,Tier 1,Supermarket Type1,1321.3543817634536
4440,DRL23,12.695633368756642,Low Fat,0.026795874,Hard Drinks,105.8938,OUT019,1985,Small,Tier 1,Grocery Store,-223.17849743822444
4441,NCR05,10.1,Low Fat,0.054715771,Health and Hygiene,197.8084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3154.1493787061167
4442,NCE19,8.97,Low Fat,0.093393523,Household,54.0956,OUT018,2009,Medium,Tier 3,Supermarket Type2,617.8109202839491
4443,FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,44.1402,OUT035,2004,Small,Tier 2,Supermarket Type1,834.4003792282406
4444,FDB10,10.0,Low Fat,0.0,Snack Foods,235.559,OUT017,2007,Medium,Tier 2,Supermarket Type1,3798.1198373658567
4445,FDP57,17.5,Low Fat,0.052400475,Snack Foods,105.099,OUT013,1987,High,Tier 3,Supermarket Type1,1717.633765786416
4446,FDU48,12.695633368756642,Low Fat,0.096925504,Baking Goods,131.3284,OUT019,1985,Small,Tier 1,Grocery Store,174.7894093667585
4447,FDH48,13.5,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,1442.122071131324
4448,FDO33,14.75,Low Fat,0.089305571,Snack Foods,115.5518,OUT035,2004,Small,Tier 2,Supermarket Type1,1925.0795878297013
4449,NCU29,7.685,Low Fat,0.025529117,Health and Hygiene,147.876,OUT045,2002,Medium,Tier 2,Supermarket Type1,2397.694362403872
4450,FDW35,10.6,Low Fat,0.011089224,Breads,41.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,741.9735930408956
4451,FDH05,14.35,Regular,0.152170799,Frozen Foods,231.9984,OUT010,1998,Medium,Tier 3,Grocery Store,1771.797208662013
4452,FDP26,7.785,Low Fat,0.0,Dairy,104.4306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696.899641949255
4453,DRG27,8.895,Low Fat,0.105090817,Dairy,41.5138,OUT035,2004,Small,Tier 2,Supermarket Type1,714.6348698851316
4454,FDQ33,13.35,Low Fat,0.091207161,Snack Foods,151.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,2472.153056921701
4455,FDH20,16.1,Regular,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,Medium,Tier 3,Grocery Store,-274.31933803339894
4456,FDV14,19.85,Low Fat,0.044497478,Dairy,89.7856,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.709928405276
4457,DRD01,12.1,Regular,0.061175535,Soft Drinks,54.8614,OUT046,1997,Small,Tier 1,Supermarket Type1,949.6722385303988
4458,NCI17,8.645,Low Fat,0.0,Health and Hygiene,96.441,OUT049,1999,Medium,Tier 1,Supermarket Type1,1581.2326502797655
4459,FDF39,14.85,Regular,0.032657896,Dairy,263.191,OUT010,1998,Medium,Tier 3,Grocery Store,2307.4809790266177
4460,FDX37,16.2,Low Fat,0.063029339,Canned,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1664.4453210550828
4461,NCX17,21.25,Low Fat,0.113581951,Health and Hygiene,234.93,OUT035,2004,Small,Tier 2,Supermarket Type1,3795.3840520094595
4462,FDN03,9.8,Regular,0.015077408,Meat,250.9408,OUT013,1987,High,Tier 3,Supermarket Type1,4018.8417885228832
4463,NCS41,12.85,Low Fat,0.089454322,Health and Hygiene,183.2608,OUT010,1998,Medium,Tier 3,Grocery Store,1002.4594813130088
4464,FDH34,8.63,Low Fat,0.031158308,Snack Foods,184.2582,OUT045,2002,Medium,Tier 2,Supermarket Type1,2976.3242544290156
4465,NCX53,20.1,LF,0.014998688,Health and Hygiene,142.6154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2017.8961894201984
4466,FDY31,5.98,Low Fat,0.043562851,Fruits and Vegetables,147.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,2416.754440381989
4467,FDD20,14.15,Low Fat,0.020831693,Fruits and Vegetables,126.4046,OUT017,2007,Medium,Tier 2,Supermarket Type1,2080.864448647606
4468,FDE51,5.925,Regular,0.096662969,Dairy,45.3086,OUT045,2002,Medium,Tier 2,Supermarket Type1,774.1029162233294
4469,FDV27,7.97,Regular,0.03999003,Meat,86.8514,OUT046,1997,Small,Tier 1,Supermarket Type1,1469.195655831361
4470,FDF16,7.3,Low Fat,0.086116086,Frozen Foods,148.4076,OUT035,2004,Small,Tier 2,Supermarket Type1,2419.114088143259
4471,FDZ02,6.905,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1579.3043006833223
4472,NCK05,20.1,Low Fat,0.077611332,Health and Hygiene,63.0536,OUT045,2002,Medium,Tier 2,Supermarket Type1,1064.9783899005233
